Soil Type,Previous Crop,Acre of Land,Rainfall Frequency,Porosity,Recommended Crop
Silty,Mustard,18,Low,Medium,Tomato
Chalky,Corn,4,High,High,Flaxseed
Sandy,Corn,18,Medium,High,Cotton
Sandy,Cotton,7,High,High,Cotton
Peaty,Lentils,8,Low,High,Sesame
Clay,Mustard,18,Medium,Low,Oats
Sandy,Peas,5,High,Medium,Mustard
Loamy,Maize,2,Medium,Low,Sunflower
Sandy,Mustard,9,Low,Low,Mustard
Peaty,Sugarcane,8,High,Low,Soybean
Clay,Millets,3,Medium,Low,Banana
Loamy,Mustard,2,High,Medium,Corn
Loamy,Wheat,1,Low,High,Corn
Sandy,Lentils,6,High,Low,Cotton
Sandy,Millets,7,Low,Low,Cotton
Silty,Sunflower,12,Low,Low,Rice
Peaty,Corn,7,Low,Low,Sesame
Chalky,Corn,11,High,Medium,Flaxseed
Clay,Lentils,6,Low,Medium,Sesame
Clay,Mustard,1,Medium,High,Groundnut
Sandy,Maize,6,Medium,High,Cotton
Silty,Chickpea,10,Low,High,Tomato
Clay,Lentils,7,High,Medium,Peas
Peaty,Wheat,10,Medium,High,Soybean
Chalky,Corn,17,High,Medium,Oats
Peaty,Soybean,6,Medium,Medium,Lentils
Clay,Lentils,1,High,High,Oats
Sandy,Soybean,1,High,High,Mustard
Peaty,Corn,16,Low,High,Lentils
Sandy,Mustard,5,High,Medium,Mustard
Peaty,Flaxseed,2,High,High,Lentils
Clay,Tomato,18,Medium,High,Soybean
Sandy,Maize,11,High,Low,Mustard
Sandy,Corn,4,Low,Low,Mustard
Sandy,Sesame,16,Low,High,Cotton
Sandy,Soybean,7,High,Medium,Mustard
Chalky,Soybean,14,High,High,Flaxseed
Chalky,Tomato,19,Medium,Low,Oats
Loamy,Chickpea,3,Low,High,Corn
Loamy,Flaxseed,5,Low,Medium,Corn
Silty,Lentils,12,Low,Medium,Tomato
Silty,Mustard,19,Low,Medium,Tomato
Clay,Corn,17,Medium,Medium,Flaxseed
Chalky,Sugarcane,3,Medium,Low,Barley
Silty,Soybean,11,Medium,High,Soybean
Silty,Wheat,10,High,Low,Rice
Peaty,Sunflower,10,High,Medium,Lentils
Clay,Peas,15,High,High,Tomato
Chalky,Lentils,17,High,Low,Barley
Loamy,Rice,14,Medium,High,Sunflower
Peaty,Lentils,9,Medium,High,Sesame
Clay,Millets,11,Low,High,Oats
Silty,Chickpea,7,Low,Medium,Soybean
Sandy,Mustard,2,High,Low,Mustard
Sandy,Chickpea,6,High,High,Mustard
Chalky,Tomato,1,High,High,Oats
Silty,Lentils,3,High,Medium,Tomato
Chalky,Wheat,13,Medium,Medium,Barley
Chalky,Sugarcane,2,High,High,Barley
Silty,Flaxseed,12,High,High,Soybean
Loamy,Sunflower,14,Low,Low,Peas
Clay,Barley,20,High,Low,Potato
Peaty,Chickpea,13,Low,Medium,Soybean
Sandy,Tomato,9,Low,Medium,Mustard
Silty,Peas,13,Low,Low,Rice
Loamy,Millets,11,Medium,Low,Corn
Sandy,Millets,8,High,Medium,Cotton
Peaty,Soybean,13,High,Low,Sesame
Silty,Tomato,14,Medium,Low,Tomato
Chalky,Tomato,6,High,High,Oats
Clay,Soybean,1,Low,Low,Oats
Silty,Maize,18,High,Medium,Tomato
Chalky,Soybean,6,High,Low,Oats
Chalky,Soybean,9,Low,Medium,Flaxseed
Chalky,Soybean,9,Medium,High,Barley
Chalky,Flaxseed,17,Medium,Medium,Oats
Peaty,Peas,18,Medium,Low,Soybean
Silty,Barley,9,High,Low,Tomato
Chalky,Mustard,16,High,Low,Oats
Silty,Soybean,1,Low,High,Tomato
Clay,Soybean,8,High,High,Sesame
Sandy,Wheat,4,Medium,High,Millets
Chalky,Corn,2,High,Low,Flaxseed
Silty,Sugarcane,19,Low,Low,Rice
Sandy,Millets,13,Low,High,Millets
Chalky,Mustard,7,Medium,Medium,Flaxseed
Chalky,Mustard,7,High,Medium,Flaxseed
Loamy,Mustard,20,Low,Low,Sunflower
Clay,Sunflower,2,Medium,Low,Cotton
Clay,Cotton,18,Medium,High,Sunflower
Silty,Mustard,2,Medium,Low,Tomato
Silty,Soybean,8,Medium,Low,Rice
Clay,Barley,20,Low,High,Spinach
Chalky,Mustard,12,Low,Medium,Flaxseed
Sandy,Wheat,10,Medium,Medium,Mustard
Loamy,Sunflower,9,High,High,Corn
Peaty,Sunflower,11,Low,Medium,Soybean
Silty,Flaxseed,17,High,Medium,Soybean
Sandy,Mustard,9,High,High,Millets
Loamy,Mustard,16,Low,High,Sunflower
Loamy,Mustard,9,High,High,Corn
Clay,Sesame,15,Medium,Low,Millets
Chalky,Sugarcane,20,Medium,High,Flaxseed
Silty,Barley,3,Low,Low,Soybean
Chalky,Mustard,15,Medium,Low,Barley
Silty,Soybean,2,Medium,Low,Rice
Peaty,Barley,17,High,Low,Soybean
Silty,Rice,10,High,High,Tomato
Clay,Chickpea,8,High,Medium,Wheat
Sandy,Sugarcane,6,Low,Low,Cotton
Clay,Flaxseed,15,High,High,Millets
Silty,Soybean,6,High,Low,Tomato
Loamy,Peas,6,High,High,Corn
Clay,Mustard,2,Low,High,Cabbage
Sandy,Cotton,2,Low,Low,Cotton
Loamy,Cotton,16,High,Low,Corn
Peaty,Wheat,10,Medium,High,Soybean
Chalky,Soybean,12,Low,Low,Oats
Sandy,Peas,12,High,Low,Cotton
Loamy,Rice,3,Low,Medium,Corn
Silty,Maize,1,High,Medium,Rice
Clay,Sunflower,14,High,Medium,Peas
Silty,Millets,18,Low,Low,Soybean
Silty,Sunflower,6,High,Low,Rice
Chalky,Tomato,14,Low,Medium,Flaxseed
Sandy,Maize,4,Low,High,Millets
Loamy,Flaxseed,9,Medium,High,Peas
Chalky,Sugarcane,12,Low,Medium,Barley
Silty,Barley,12,High,Low,Tomato
Chalky,Barley,7,Low,Low,Flaxseed
Chalky,Lentils,15,Low,High,Flaxseed
Clay,Wheat,4,Medium,Low,Spinach
Clay,Sugarcane,15,High,High,Tomato
Clay,Flaxseed,17,Medium,High,Carrot
Chalky,Soybean,14,Low,Low,Barley
Loamy,Flaxseed,4,High,Medium,Peas
Peaty,Cotton,11,Medium,Low,Lentils
Sandy,Mustard,5,Low,Medium,Mustard
Silty,Sesame,7,Low,High,Rice
Loamy,Corn,3,Low,Low,Corn
Chalky,Sunflower,19,Medium,Medium,Flaxseed
Silty,Sugarcane,1,Low,Low,Soybean
Sandy,Tomato,3,Medium,Medium,Cotton
Silty,Sugarcane,5,Low,Medium,Tomato
Clay,Sunflower,3,High,High,Wheat
Peaty,Barley,11,High,Low,Sesame
Clay,Soybean,1,Medium,High,Rice
Sandy,Corn,11,Medium,Medium,Millets
Peaty,Tomato,2,Low,Low,Sesame
Sandy,Lentils,7,Low,Low,Millets
Chalky,Sugarcane,18,Medium,Medium,Oats
Chalky,Chickpea,18,High,Low,Flaxseed
Clay,Corn,7,Low,Low,Brinjal
Loamy,Wheat,5,High,Medium,Sunflower
Sandy,Cotton,12,Medium,High,Mustard
Clay,Rice,8,Low,High,Orange
Sandy,Mustard,2,Medium,High,Mustard
Sandy,Lentils,5,Low,High,Mustard
Peaty,Sesame,11,Low,High,Sesame
Peaty,Wheat,2,High,High,Soybean
Clay,Millets,20,Medium,Low,Tomato
Peaty,Barley,12,High,Medium,Soybean
Sandy,Mustard,16,Medium,High,Cotton
Peaty,Soybean,15,High,Low,Soybean
Peaty,Maize,6,Low,Medium,Soybean
Loamy,Sunflower,6,High,Low,Sunflower
Clay,Mustard,10,High,Low,Sugarcane
Clay,Soybean,19,Low,High,Sunflower
Loamy,Peas,20,High,Low,Corn
Chalky,Flaxseed,5,Low,Low,Oats
Loamy,Barley,3,High,High,Peas
Clay,Soybean,20,High,Low,Potato
Clay,Chickpea,1,High,Medium,Flaxseed
Loamy,Barley,1,Low,High,Sunflower
Chalky,Sesame,16,Low,Low,Oats
Silty,Barley,18,High,High,Soybean
Chalky,Corn,20,High,Medium,Barley
Silty,Cotton,7,Low,Medium,Tomato
Sandy,Lentils,17,Low,Medium,Mustard
Chalky,Soybean,13,Low,High,Oats
Silty,Wheat,10,Medium,Medium,Soybean
Chalky,Corn,9,Low,Low,Oats
Loamy,Sunflower,6,High,High,Corn
Peaty,Chickpea,10,Medium,Low,Lentils
Clay,Peas,18,High,High,Onion
Silty,Corn,11,Medium,Medium,Tomato
Sandy,Peas,11,Low,Medium,Mustard
Peaty,Corn,7,High,Medium,Soybean
Chalky,Sugarcane,11,Low,Low,Barley
Clay,Cotton,10,Medium,Low,Banana
Silty,Wheat,12,Low,High,Soybean
Peaty,Lentils,9,Low,High,Lentils
Clay,Tomato,11,Low,High,Millets
Clay,Wheat,4,Medium,Low,Rice
Silty,Tomato,3,Low,High,Rice
Chalky,Flaxseed,18,High,Medium,Barley
Chalky,Wheat,9,High,High,Flaxseed
Clay,Lentils,12,Low,High,Wheat
Peaty,Corn,14,Low,Medium,Lentils
Loamy,Barley,10,Low,Medium,Peas
Loamy,Mustard,18,High,Medium,Peas
Clay,Flaxseed,20,High,High,Mustard
Chalky,Corn,15,Medium,Low,Oats
Clay,Sesame,14,Low,High,Soybean
Peaty,Rice,18,Low,High,Sesame
Clay,Chickpea,14,High,Low,Barley
Peaty,Sesame,11,Low,Low,Lentils
Sandy,Soybean,18,High,Low,Mustard
Clay,Sunflower,11,Low,Low,Tea
Silty,Sesame,18,High,High,Tomato
Loamy,Chickpea,13,High,High,Corn
Chalky,Flaxseed,4,High,High,Barley
Loamy,Cotton,16,Low,High,Peas
Chalky,Soybean,6,High,High,Barley
Loamy,Lentils,6,High,Low,Sunflower
Chalky,Soybean,5,High,Medium,Oats
Silty,Barley,1,Low,Low,Rice
Sandy,Maize,1,Medium,High,Cotton
Chalky,Mustard,5,Medium,Medium,Oats
Silty,Mustard,13,Low,High,Rice
Silty,Tomato,3,Medium,Medium,Soybean
Clay,Tomato,1,Medium,Low,Mustard
Sandy,Sesame,1,Medium,High,Cotton
Chalky,Maize,15,High,High,Flaxseed
Clay,Maize,17,Medium,Low,Tea
Loamy,Soybean,10,Low,High,Peas
Silty,Corn,5,High,Low,Tomato
Silty,Peas,4,High,Low,Rice
Peaty,Sunflower,6,Low,High,Sesame
Sandy,Millets,3,High,High,Millets
Silty,Sesame,3,Medium,Low,Rice
Peaty,Sugarcane,16,High,Medium,Soybean
Chalky,Lentils,11,Low,Low,Oats
Loamy,Chickpea,9,Medium,Low,Sunflower
Peaty,Tomato,8,Low,Medium,Sesame
Clay,Soybean,17,Low,Low,Peas
Clay,Sunflower,9,High,Medium,Brinjal
Clay,Tomato,10,Medium,High,Mustard
Clay,Wheat,8,Medium,Low,Maize
Silty,Mustard,16,Low,High,Soybean
Chalky,Soybean,3,Low,Low,Oats
Chalky,Sunflower,16,Medium,Medium,Oats
Silty,Corn,2,Low,Medium,Rice
Chalky,Chickpea,10,Low,Medium,Barley
Silty,Corn,5,Low,Low,Tomato
Clay,Soybean,10,Low,Low,Sugarcane
Sandy,Sugarcane,17,High,Medium,Millets
Clay,Rice,16,High,Medium,Coffee
Peaty,Soybean,1,Low,Low,Soybean
Chalky,Soybean,12,Low,Low,Barley
Chalky,Sunflower,2,High,Low,Flaxseed
Loamy,Sugarcane,6,Medium,High,Corn
Chalky,Chickpea,17,High,Low,Oats
Loamy,Tomato,20,High,High,Corn
Loamy,Corn,20,Medium,High,Peas
Silty,Soybean,8,High,Low,Tomato
Loamy,Lentils,12,Low,Medium,Corn
Silty,Soybean,2,Medium,Low,Tomato
Silty,Corn,8,Low,High,Soybean
Chalky,Soybean,15,High,Low,Barley
Silty,Cotton,18,High,Low,Tomato
Loamy,Lentils,8,Low,Low,Peas
Sandy,Chickpea,16,Low,Medium,Cotton
Silty,Corn,20,Low,Medium,Tomato
Peaty,Millets,8,Low,High,Sesame
Loamy,Flaxseed,10,Medium,High,Peas
Clay,Soybean,1,Low,Low,Carrot
Clay,Lentils,6,Medium,Low,Banana
Peaty,Soybean,3,Low,Low,Sesame
Loamy,Cotton,16,High,Medium,Peas
Silty,Tomato,15,Low,Medium,Rice
Chalky,Soybean,3,High,High,Flaxseed
Silty,Millets,8,Medium,High,Rice
Sandy,Mustard,14,High,High,Cotton
Clay,Barley,10,Medium,Low,Cotton
Silty,Cotton,13,Low,Low,Soybean
Clay,Chickpea,20,Low,High,Grapes
Sandy,Peas,10,High,High,Millets
Clay,Mustard,12,High,Medium,Brinjal
Peaty,Soybean,20,Medium,High,Sesame
Chalky,Millets,19,High,High,Oats
Silty,Soybean,1,Medium,Low,Soybean
Clay,Chickpea,6,Medium,Low,Sunflower
Peaty,Barley,10,Medium,High,Sesame
Loamy,Chickpea,17,High,Low,Sunflower
Clay,Mustard,2,Medium,Low,Onion
Loamy,Soybean,19,Medium,Low,Sunflower
Loamy,Barley,17,Low,High,Peas
Sandy,Mustard,15,High,Medium,Millets
Chalky,Sesame,7,Low,High,Barley
Clay,Corn,18,Medium,High,Brinjal
Silty,Mustard,7,High,Medium,Soybean
Clay,Tomato,15,Low,Low,Soybean
Loamy,Cotton,13,High,Low,Sunflower
Peaty,Chickpea,17,High,High,Lentils
Clay,Barley,17,Low,Medium,Millets
Clay,Soybean,1,Low,Medium,Grapes
Loamy,Soybean,16,High,High,Peas
Peaty,Mustard,19,Medium,Low,Lentils
Peaty,Sunflower,14,Medium,High,Sesame
Silty,Maize,14,Low,Medium,Rice
Peaty,Peas,2,High,High,Lentils
Clay,Corn,18,Low,Low,Spinach
Sandy,Rice,5,Low,Low,Cotton
Chalky,Barley,5,Low,Medium,Barley
Sandy,Flaxseed,5,Medium,Medium,Mustard
Sandy,Soybean,14,Medium,Low,Mustard
Peaty,Flaxseed,3,Low,Medium,Sesame
Loamy,Sunflower,6,High,Low,Corn
Clay,Peas,6,Low,High,Coffee
Chalky,Tomato,11,High,High,Barley
Peaty,Corn,10,High,Medium,Sesame
Loamy,Maize,16,Medium,High,Corn
Peaty,Sugarcane,11,High,High,Lentils
Sandy,Chickpea,12,High,Low,Mustard
Loamy,Peas,18,Medium,Low,Peas
Peaty,Chickpea,3,Medium,Medium,Sesame
Silty,Rice,14,Medium,Low,Rice
Silty,Corn,5,Medium,Medium,Tomato
Silty,Corn,5,Low,Medium,Soybean
Peaty,Rice,6,High,High,Sesame
Silty,Sugarcane,20,High,Medium,Rice
Sandy,Flaxseed,2,Medium,Medium,Millets
Sandy,Soybean,13,Medium,Medium,Cotton
Chalky,Corn,1,Medium,Low,Flaxseed
Chalky,Wheat,15,Medium,Medium,Oats
Clay,Lentils,9,High,High,Oats
Silty,Sunflower,9,Low,High,Soybean
Loamy,Tomato,16,Low,Medium,Corn
Loamy,Flaxseed,3,High,High,Peas
Chalky,Corn,11,Medium,Medium,Flaxseed
Loamy,Corn,6,Low,Low,Corn
Clay,Wheat,8,Medium,Low,Maize
Silty,Sunflower,9,Medium,Low,Rice
Loamy,Barley,17,High,Low,Corn
Peaty,Soybean,3,Medium,Low,Soybean
Sandy,Sesame,15,High,Low,Cotton
Silty,Sesame,1,Medium,Low,Soybean
Peaty,Corn,3,High,Low,Sesame
Silty,Chickpea,8,Low,High,Tomato
Clay,Soybean,12,Low,Medium,Rice
Loamy,Soybean,6,High,Medium,Peas
Peaty,Tomato,12,High,Low,Soybean
Chalky,Sugarcane,6,Low,High,Flaxseed
Loamy,Wheat,9,Low,Medium,Peas
Peaty,Corn,13,High,Medium,Lentils
Sandy,Lentils,14,Low,Low,Mustard
Silty,Soybean,6,Medium,Low,Soybean
Sandy,Sugarcane,9,High,Low,Millets
Clay,Mustard,17,High,Low,Coffee
Loamy,Wheat,19,Medium,Medium,Corn
Silty,Soybean,10,Medium,High,Tomato
Peaty,Tomato,9,Low,Low,Sesame
Peaty,Maize,1,Medium,Medium,Sesame
Sandy,Wheat,9,High,Medium,Millets
Loamy,Corn,4,Medium,Medium,Sunflower
Silty,Flaxseed,15,Medium,Medium,Soybean
Peaty,Mustard,7,Low,Low,Soybean
Sandy,Lentils,14,Medium,High,Cotton
Peaty,Sugarcane,15,High,Medium,Soybean
Loamy,Lentils,17,Low,Low,Sunflower
Sandy,Corn,1,High,High,Cotton
Clay,Tomato,19,Medium,High,Tomato
Silty,Sugarcane,17,High,Medium,Soybean
Loamy,Mustard,7,Low,High,Corn
Loamy,Corn,17,High,Low,Corn
Clay,Mustard,14,Medium,Medium,Corn
Chalky,Soybean,5,High,High,Barley
Clay,Soybean,8,High,High,Sesame
Loamy,Barley,18,Medium,Low,Sunflower
Clay,Chickpea,6,High,High,Potato
Clay,Rice,15,Medium,High,Oats
Chalky,Corn,8,High,Low,Flaxseed
Loamy,Corn,5,Low,Low,Corn
Sandy,Soybean,5,High,Low,Mustard
Clay,Sesame,4,Low,High,Tomato
Peaty,Lentils,2,Medium,Low,Lentils
Silty,Mustard,9,Medium,High,Rice
Chalky,Lentils,10,Medium,Medium,Flaxseed
Clay,Lentils,1,Low,Medium,Soybean
Loamy,Rice,12,Medium,Low,Sunflower
Clay,Lentils,4,Low,High,Garlic
Clay,Sunflower,1,Low,Medium,Spinach
Clay,Peas,13,Low,Low,Carrot
Chalky,Mustard,16,High,Medium,Oats
Loamy,Soybean,9,Medium,Low,Peas
Sandy,Sugarcane,18,High,High,Cotton
Loamy,Lentils,19,Low,Medium,Peas
Clay,Lentils,14,Medium,High,Garlic
Chalky,Sunflower,7,High,Medium,Flaxseed
Chalky,Corn,3,High,Medium,Flaxseed
Clay,Mustard,18,Low,Low,Cabbage
Sandy,Sunflower,15,Low,High,Millets
Clay,Mustard,6,Low,Medium,Flaxseed
Silty,Wheat,18,High,Medium,Tomato
Loamy,Mustard,4,High,Low,Corn
Chalky,Lentils,13,High,High,Flaxseed
Loamy,Sugarcane,10,High,High,Corn
Loamy,Lentils,4,High,Low,Peas
Clay,Tomato,14,High,Low,Banana
Loamy,Mustard,13,Medium,Medium,Corn
Peaty,Lentils,2,High,Low,Soybean
Peaty,Mustard,11,Low,High,Soybean
Sandy,Lentils,15,High,Low,Millets
Silty,Mustard,18,Medium,Low,Soybean
Sandy,Chickpea,20,Low,High,Mustard
Loamy,Soybean,5,Medium,High,Sunflower
Sandy,Corn,4,High,High,Cotton
Chalky,Wheat,9,High,High,Flaxseed
Clay,Lentils,16,High,Low,Orange
Loamy,Peas,19,Low,Medium,Sunflower
Clay,Lentils,20,High,Medium,Potato
Sandy,Peas,4,Low,High,Millets
Chalky,Sesame,12,Medium,Medium,Barley
Peaty,Soybean,18,Medium,Low,Soybean
Chalky,Mustard,15,High,Medium,Flaxseed
Sandy,Soybean,15,Medium,Low,Cotton
Chalky,Barley,9,Medium,Medium,Flaxseed
Silty,Mustard,8,High,High,Rice
Silty,Sesame,11,Low,High,Rice
Chalky,Corn,8,High,Medium,Flaxseed
Sandy,Lentils,19,Low,Low,Millets
Silty,Rice,10,Medium,High,Tomato
Loamy,Sunflower,11,Medium,Medium,Corn
Silty,Lentils,5,High,Low,Soybean
Clay,Chickpea,17,Medium,High,Apple
Sandy,Sugarcane,10,Low,Low,Cotton
Chalky,Mustard,15,Medium,High,Barley
Peaty,Soybean,18,Low,Medium,Lentils
Silty,Corn,10,Low,High,Tomato
Loamy,Soybean,17,High,Low,Sunflower
Loamy,Tomato,11,Low,Low,Sunflower
Sandy,Lentils,8,Medium,High,Mustard
Loamy,Soybean,10,Low,Medium,Sunflower
Loamy,Barley,4,High,High,Peas
Sandy,Wheat,10,Medium,Medium,Millets
Loamy,Flaxseed,8,High,Medium,Sunflower
Chalky,Soybean,1,Low,High,Barley
Chalky,Sugarcane,18,Medium,Medium,Oats
Peaty,Soybean,1,Low,Low,Lentils
Chalky,Chickpea,7,Low,High,Flaxseed
Clay,Soybean,13,Medium,Medium,Coffee
Peaty,Corn,15,Medium,Medium,Lentils
Chalky,Chickpea,4,High,Low,Barley
Loamy,Sugarcane,14,Low,High,Peas
Chalky,Cotton,3,High,Low,Barley
Sandy,Maize,15,Low,Medium,Cotton
Silty,Sesame,12,High,High,Rice
Loamy,Lentils,12,Medium,High,Corn
Silty,Soybean,14,Medium,High,Tomato
Peaty,Sunflower,6,High,Medium,Soybean
Peaty,Mustard,17,Medium,Low,Sesame
Loamy,Flaxseed,13,High,Low,Sunflower
Peaty,Barley,14,Medium,Low,Soybean
Sandy,Flaxseed,3,Low,High,Millets
Peaty,Corn,16,High,High,Sesame
Loamy,Wheat,17,High,Low,Peas
Peaty,Millets,18,High,Low,Lentils
Loamy,Soybean,19,High,High,Corn
Peaty,Flaxseed,12,Medium,High,Sesame
Chalky,Wheat,14,High,Medium,Barley
Silty,Flaxseed,12,High,Medium,Rice
Loamy,Corn,4,High,Medium,Corn
Peaty,Tomato,19,High,Medium,Sesame
Silty,Sunflower,17,Low,High,Soybean
Sandy,Corn,10,Low,Medium,Mustard
Sandy,Cotton,20,Medium,High,Mustard
Clay,Wheat,5,Medium,High,Mustard
Chalky,Soybean,4,Low,Medium,Barley
Sandy,Soybean,10,Low,High,Millets
Loamy,Mustard,14,Low,Low,Sunflower
Silty,Lentils,19,Low,Low,Rice
Loamy,Mustard,4,High,High,Corn
Sandy,Rice,5,Low,Low,Millets
Sandy,Lentils,6,Low,High,Cotton
Clay,Sugarcane,9,Medium,Medium,Barley
Silty,Mustard,15,Low,Medium,Tomato
Clay,Maize,5,High,Low,Sunflower
Silty,Flaxseed,18,Medium,Medium,Rice
Chalky,Soybean,18,High,High,Barley
Sandy,Flaxseed,19,High,Low,Mustard
Silty,Flaxseed,3,Low,Low,Rice
Clay,Millets,12,Medium,Low,Corn
Sandy,Peas,5,High,High,Mustard
Sandy,Wheat,20,Medium,Medium,Mustard
Peaty,Lentils,8,Low,Medium,Soybean
Silty,Chickpea,11,High,High,Tomato
Clay,Corn,13,Medium,High,Maize
Chalky,Corn,18,Medium,Medium,Flaxseed
Clay,Mustard,11,Low,High,Potato
Peaty,Soybean,4,Medium,Medium,Lentils
Loamy,Soybean,12,High,Low,Corn
Chalky,Soybean,12,High,Low,Oats
Silty,Peas,14,Low,Medium,Soybean
Sandy,Corn,20,Low,High,Millets
Peaty,Tomato,20,High,Low,Sesame
Sandy,Mustard,8,Low,Medium,Mustard
Chalky,Lentils,9,High,Medium,Barley
Sandy,Sesame,5,Low,Low,Millets
Silty,Chickpea,10,Medium,Medium,Soybean
Sandy,Mustard,13,Low,Medium,Cotton
Clay,Corn,3,High,Medium,Soybean
Chalky,Sunflower,11,High,Medium,Barley
Silty,Chickpea,17,Medium,Low,Soybean
Sandy,Flaxseed,9,Low,High,Cotton
Chalky,Mustard,1,Medium,Low,Flaxseed
Clay,Soybean,3,Medium,Low,Corn
Peaty,Sunflower,4,Medium,High,Lentils
Peaty,Sugarcane,19,Medium,High,Sesame
Loamy,Sugarcane,13,Low,High,Peas
Silty,Chickpea,17,High,Medium,Tomato
Clay,Sugarcane,16,High,High,Groundnut
Chalky,Sugarcane,13,Medium,High,Barley
Clay,Lentils,8,Medium,Low,Flaxseed
Chalky,Sesame,3,Low,Low,Oats
Silty,Flaxseed,10,High,Low,Tomato
Peaty,Mustard,20,Low,Medium,Sesame
Loamy,Tomato,10,Low,High,Peas
Peaty,Peas,16,Low,High,Soybean
Silty,Millets,4,Medium,Medium,Soybean
Silty,Soybean,12,Medium,Medium,Rice
Clay,Sunflower,18,Low,Low,Maize
Loamy,Flaxseed,7,High,Medium,Corn
Peaty,Barley,20,Low,Low,Lentils
Clay,Corn,15,Low,High,Mustard
Sandy,Sugarcane,13,High,Low,Millets
Chalky,Corn,15,Medium,Medium,Flaxseed
Silty,Chickpea,12,Low,Low,Tomato
Peaty,Barley,10,Medium,Medium,Soybean
Silty,Soybean,20,Medium,High,Rice
Sandy,Soybean,1,High,Low,Mustard
Peaty,Rice,9,Medium,High,Soybean
Chalky,Lentils,1,Low,Medium,Oats
Clay,Mustard,14,Medium,High,Corn
Chalky,Cotton,14,High,Low,Oats
Chalky,Wheat,13,Medium,Medium,Barley
Clay,Chickpea,1,Medium,High,Pumpkin
Silty,Millets,7,Low,Low,Soybean
Clay,Corn,2,High,Low,Spinach
Chalky,Soybean,7,High,High,Flaxseed
Clay,Corn,13,Low,Medium,Banana
Loamy,Lentils,8,Low,Medium,Sunflower
Silty,Sunflower,14,High,High,Tomato
Sandy,Barley,17,Medium,Low,Cotton
Peaty,Barley,15,Low,Medium,Lentils
Sandy,Sesame,6,Medium,Medium,Mustard
Clay,Lentils,6,High,Medium,Sesame
Peaty,Sunflower,11,Medium,Low,Sesame
Chalky,Tomato,14,High,High,Flaxseed
Chalky,Barley,9,Medium,High,Flaxseed
Loamy,Soybean,3,Medium,Low,Sunflower
Clay,Peas,6,Medium,High,Sunflower
Sandy,Peas,5,Low,Low,Mustard
Clay,Sunflower,14,Medium,Low,Soybean
Chalky,Peas,20,High,High,Flaxseed
Loamy,Mustard,11,Medium,Low,Sunflower
Clay,Lentils,20,High,High,Apple
Sandy,Lentils,5,Medium,Low,Cotton
Silty,Millets,3,High,Low,Soybean
Chalky,Soybean,7,Low,Low,Oats
Clay,Lentils,9,High,Medium,Chickpea
Peaty,Mustard,6,High,Medium,Lentils
Sandy,Mustard,12,Medium,Low,Cotton
Silty,Sunflower,14,High,Low,Soybean
Loamy,Soybean,3,High,Medium,Sunflower
Chalky,Wheat,4,Medium,Low,Oats
Chalky,Tomato,20,Low,High,Oats
Clay,Peas,6,Medium,Low,Millets
Chalky,Cotton,7,Medium,High,Flaxseed
Chalky,Sesame,15,High,Low,Oats
Clay,Sesame,7,High,High,Sesame
Peaty,Barley,11,High,Low,Sesame
Chalky,Cotton,20,Medium,High,Barley
Chalky,Barley,19,Low,High,Barley
Peaty,Chickpea,2,High,Low,Soybean
Chalky,Chickpea,9,Medium,High,Oats
Sandy,Tomato,1,High,Low,Cotton
Chalky,Soybean,12,High,Medium,Flaxseed
Chalky,Tomato,16,Medium,High,Flaxseed
Clay,Sunflower,16,Medium,Low,Cabbage
Loamy,Sesame,4,Medium,Low,Peas
Loamy,Lentils,2,High,Medium,Peas
Chalky,Lentils,20,Medium,Low,Oats
Clay,Mustard,3,Low,Medium,Sesame
Chalky,Corn,12,Low,Medium,Oats
Loamy,Mustard,4,Medium,High,Sunflower
Clay,Corn,15,Low,Medium,Coffee
Silty,Soybean,8,Low,High,Rice
Loamy,Wheat,16,Medium,Medium,Corn
Sandy,Millets,6,Low,High,Mustard
Sandy,Corn,3,High,High,Cotton
Silty,Flaxseed,9,Low,Low,Rice
Silty,Tomato,18,Medium,Medium,Rice
Loamy,Sugarcane,17,High,Medium,Corn
Chalky,Soybean,10,Medium,High,Barley
Peaty,Corn,8,Low,Medium,Soybean
Chalky,Chickpea,9,Low,High,Oats
Loamy,Lentils,17,High,High,Peas
Clay,Barley,12,Medium,Low,Groundnut
Loamy,Wheat,7,High,Medium,Corn
Chalky,Tomato,11,Low,Low,Barley
Clay,Soybean,3,High,Low,Soybean
Clay,Tomato,12,Low,Low,Flaxseed
Silty,Chickpea,1,High,Medium,Tomato
Clay,Mustard,14,Low,Medium,Onion
Silty,Wheat,6,Medium,Low,Soybean
Loamy,Chickpea,8,Medium,Low,Peas
Loamy,Mustard,11,Low,High,Sunflower
Loamy,Tomato,14,Medium,High,Sunflower
Loamy,Mustard,18,Low,Low,Peas
Peaty,Lentils,14,High,High,Sesame
Clay,Rice,2,Low,High,Garlic
Silty,Sunflower,12,High,Low,Tomato
Chalky,Corn,18,Medium,Low,Barley
Peaty,Sesame,3,Medium,Low,Soybean
Peaty,Mustard,5,Medium,Low,Soybean
Chalky,Mustard,7,Low,Medium,Oats
Sandy,Chickpea,12,Low,High,Cotton
Clay,Tomato,13,High,Low,Soybean
Loamy,Chickpea,12,High,Medium,Sunflower
Silty,Lentils,4,High,Medium,Rice
Chalky,Rice,3,Medium,Low,Oats
